"ID","Category","Title","Ingredients","Method","Date"
"5278","pasta","Spaghetti con l' a' nduja calabra","spaghetti-olio-aglio-vino bianco-prezzemolo-salsa a' nduja-pane secco-alici sott'olio","Tostare in padella il pane secco grattato, poi tenere da parte. Nella padella con l'olio rosolare abbondante aglio affettato, senza farlo scurire, poi unire 2 alici scolate e mezzo bicchiere di vino bianco e fare sciogliere. Poi unire 2 di cucchiai di salsa a'nduia e gli spaghetti cotti al dente e scolati. Spegnere il fuoco unire il prezzemolo tritato e servire spolverando con il pane tostato, tenuto da parte.","14/9/2009"
"5279","riso","Suppl&#236; di riso alla romana","x rag&#249;: olio-cipolla-carne tritata-passata di pomodoro-x risotto:riso-cipolla-vino bianco-brodo-olio-burro-parmigiano-x farcitura:mozzarella-x panatura: uova-farina-pan pesto-x friggere: olio di arachidi","Fare un classico rag&#249; con olio, cipolla tritata , carne tritata, aromi e passata di pomodoro. Poi fare il risotto: in un tegame rosolare con il burro e l'olio, la cipolla tritata, poi unire il riso, tostare e sfumare con il vino bianco, quindi unire il rag&#249; e cuocere, con il brodo caldo (deve risultare un risotto denso), spegnere il fuoco e mantecare con il burro ed il parmigiano, versare in una terrina e fare raffreddare. Tagliare la mozzarella, ben scolata, a dadini. Con un porzionatore da gelato fare tante polpette di forma allungata, con all'interno un listello di mozzarella, passare prima nella farina, poi nell'uovo sbattuto e per ultimo nel pan pesto (meglio ancora prepararle 1 o 2 h. prima). Friggere in olio caldo e profondo, pochi per volta. Scolare su carta assorbente e servire anche tiepidi.","5/2/2014"
"5281","pasta","Fregola con arselle","500 fregola sarda-1 kg. arselle o vongole-200 passata di pomodoro-1 pomodoro secco-olio-aglio-prezzemolo-vino bianco-brodo vegetale o di pesce","In una padella con l'aglio ed un filo di olio, fare aprire le arselle, coprendole, poi sgusciare e tenere da parte. In un tegame, meglio se di coccio, rosolare uno spicchio di aglio con l'olio, poi unire il pomodoro secco tritato, sfumare con un goccio di vino bianco e poi la passata di pomodoro, quindi unire la fregola ed un po' di prezzemolo tritato; fare cuocere aggiungendo il brodo caldo. Quando la fregola &#232; cotta unire le arselle sgusciate ed ancora un po' di prezzemolo fresco.","23/9/2009"
"5282","desserts","Pesche all'amaretto alla Piemontese","4 pesche gialle-2 uova-150 amaretti-2 c. zucchero-2 c. cacao-vaniglia-30 nocciole-x salsa mou: 100 zucchero-200 panna","Aprire le pesche a met&#224;, togliere il nocciolo, ma conservando la pelle, e svuotare solo un tantino l'interno, posare su una teglia cospargere con un po' di zucchero e passare in forno per una decina di minuti. In una ciotola sbattere le uova con lo zucchero poi  unire il cacao, la vaniglia, gli amaretti pestati nel mortaio e la granella di nocciole; amalgamare bene poi ricoprire abbondantemente le mezze pesche, con questo impasto. Ripassare in forno per un'altra decina di minuti. Servire anche calde su una salsa mou. Per fare la salsa mou, fare prima il classico caramello con lo zucchero ed un goccio di acqua, quando comincia a dorare aggiungere la panna poco per volta, agitando il pentolino, ma senza toccare il caramello. Servire il dolce con una spolverata di granella di nocciole o di amaretti.","1/10/2009"
"5283","desserts","Meringa al cioccolato  Santin","200 albumi-200 zucchero a velo-200 zucchero-25 cacao-spezie (facoltative)","In una planetaria, fare una classica meringa aggiungendo agli albumi lo zucchero. Poi unire con una spatola lo zucchero a velo mescolato al cacao e le spezie (cannella, noce moscata, zenzero, etc.) poco per volta (ma setacciati). Versare su di una teglia in unico strato o a mucchietti e cuocere in forno a 110&#176; per ca. 45 minuti (tenendo socchiusa lo sportello del forno gli ultimi 10 minuti).","7/10/2009"
"5284","contorni","Polpette di pane","pane casereccio-1 uovo-pepe-noce moscata- prezzemolo-sale-pan pesto-olio di arachidi","In una terrina mescolare la mollica di pane con le uova sbattute, unire sale, pepe, noce moscata e prezzemolo tritato. Fare delle polpettine piccole passare nel pan pesto e friggere poche alla volta in olio caldo, ma attenzione perch&#232; devono cuocere anche all'interno.","8/10/2009"
"5285","contorni","Fric&#242;","patate-cipolla-burro-pancetta-formaggio Montasio semi stagionato-sale-pepe","In una padella stufare la cipolla affettata sottile, con il burro; poi unire anche la pancetta tagliata a dadini. Quando anche la pancetta &#232; rosolata unire le patate affettate e tagliate a dadini piccoli, salare, pepare ed aggiungere un filo di acqua bollente, coprire a cuocere lentamente le patate, quando sono cotte schiacciare ed aggiungere il formaggio a fettine sottili, fare sciogliere e rimestare schiacciando. Quando si &#232; formata la crosticina da una parte, rigirare con l'aiuto di un coperchio come una frittata e fare la crosticina anche dall'altra parte (se occorre scolare dal grasso in eccesso).","10/10/2009"
"5286","gnocchi polenta","Gnocchi di pane","pane casereccio-latte-speck-prezzemolo-ricotta affumicata-sale-pepe-1 uovo-farina-burro","Tagliare il pane a dadi, avendo gi&#224; tolto la crosta, ed in una terrina ammollare con il latte; poi strizzare bene ed in una terrina mescolare alla ricotta affumicata grattata, il prezzemolo tritato, lo speck tritato a coltello, aggiustare di sale e pepe, unire 1 o 2 uova (a seconda della consistenza) e lavorare con le mani. fare delle piccole polpettine con le mani infarinate e cuocere in acqua salata in piena ebollizione. Condire con abbondante burro fuso ed una generosa grattata di ricotta affumicata.","10/10/2009"
"5287","desserts","Ganache di cioccolato Santin","250 panna-250 cioccolato-50 burro-25 glucosio","Scaldare in un pentolino la panna con il glucosio, poi versare sul cioccolato a pezzi e con un frullatore ad immersione montare il tutto unendo poco per volta anche il burro a pezzi. Si versa in stampini che si conservano in frigorifero o anche freezer. N.B. alla panna si pu&#242; unire una profumazione a piacere: peperoncino o pepe, o Rum o vaniglia o scorza di arancia.","22/6/2013"
"5288","desserts","Tortino di ganache di cioccolato Santin","250 panna-250 cioccolato-50 burro-25 glucosio","Scaldare in un pentolino la panna poi versare sul cioccolato a pezzi e con un frullatore ad immersione montare il tutto unendo anche il glucosio e poco per volta anche il burro a pezzi. Si versa in stampini che si conservano in frigorifero a o anche freezer. Si serve sformato su un letto di salsa al cioccolato o una crema inglese e con una tegolina croccante.N.B. alla panna si pu&#242; unire una profumazione a piacere: peperoncino o pepe o Rum o vaniglia.","26/5/2012"
"5289","desserts","Crumble all'amaretto Santin","55 farina-45 burro-35 polvere di mandorle-50 zucchero-10 liquore all'amaretto","In una terrina amalgamare tutti gli ingredienti, unire il burro a pezzetti e lavorare poi sempre con le mani, sbriciolare il composto su una teglia. Cuocere in forno a 190&#176; per ca. 5 minuti","13/10/2009"
"5290","desserts","Pesche in crumble all'amaretto","biscotto al cioccolato-pesche sciroppate-crema inglese-crumble all'amaretto","Sciroppare le pesche in acqua e zucchero, pi raffreddare a spellare. Preparare il biscotto al cioccolato &quot;base&quot;raffreddare poi versare in un sifone ben freddo e riempire con 2 cariche di gas. Anche il crmble si pu&#242; preparare prima. Al momento di servire comporre il dolce in un bicchiere: sul fondo il disco di biscotto, poi la pesca a pezzi e ricoprire con la crema sifonata ed abbondante.","13/10/2009"
"5291","piatti etnici","Frittelline di baccal&#224; dei Caraibi","250 filetto baccal&#224;-2 cipollotti-1 peperoncino fresco-coriandolo o prezzemolo-1 c. olio-timo-aglio-x pastella: 150 farina-100 latte-2 uova-pepe Giamaica-2 lievito birra-x friggere olio di arachidi","Per prima cosa preparare la pastella che deve lievitare: in una terrina sciogliere il lievito con il latte, poi sbattere con le uova, unire una bella grattata di pepe della Giamaica (volendo anche una grattata di zenzero fresco) e poi la farina, lavorando bene con le fruste. Togliere la pelle e le lische al filetto di baccal&#224;, poi sfilacciare con le mani il baccal&#224; e tritare a coltello. In una terrina mescolare al baccal&#224; tutti gli aromi tritati (i cipollotti anche la parte verde) ed unire un goccio di olio. Quando la pastella &#232; ben lievitata, versare nella terrina del baccal&#224; e mescolare, con l'aiuto di un cucchiaino o un porzionatore per gelato, fare delle polpettine e friggere in olio caldo e profondo, poche alla volta. Scolare bene, salare (poco) e servire o con un sugo di pomodoro o una maionese leggermente diluita con il succo di lime.","13/10/2009"
"5292","desserts","Mousse di cioccolato bianco e mascarpone   Santin","100 cioccolato bianco-150 panna-2 fogli di colla di pesce-85 mascarpone-500 panna montata","Scaldare la panna, poi versare sul cioccolato bianco a pezzetti e lavorare con le fruste delicatamente. Strizzare la colla di pesce ammollata e sciogliere in un filo di panna calda poi unire al cioccolato. A parte in una terrina lavorare con le fruste il mascarpone e quando &#232; liscio versare sopra il cioccolato ed amalgamare. Montare la panna ben ferma poi unire delicatamente il tutto. Tenere in frigorifero. Servire a quenelles o in coppette con guarnizioni di frutta fresca o sciroppata.","11/7/2013"
"5293","secondi vegetariani","Pitta Pugliese","6 patate-2 c. farina-50 parmigiano e pecorino-1 uovo-x sugo: 2 cipolle-olio-sugo pomodoro-olive nere-capperi-pan pesto","Iniziare con il preparare il sugo, per il quale ci vogliono almeno 40 minuti: stufare in una padella con l'olio le cipolle affettate, poi unire il sugo di pomodoro (poco perch&#232; deve solo colorare ) ed un goccio di acqua; cuocere con il coperchio. Intanto tritare grossolanamente le olive snocciolate ed i capperi ed unire al sugo verso la fine. Lessare le patate, sbucciare e da tiepide passare al passa patate. In una terrina mescolare alle patate, il parmigiano ed il pecorino grattati, la farina e l'uovo, amalgamare e compattare. Ungere una pirofila, poi fare uno strato sottile di impasto di patate compattando con la mano bagnata, coprire con il sugo e ricoprire con un altro strato di patate, lisciare bene con le mani bagnate ungendo anche con un filo di olio. Cospargere con il pan pesto e con una forchetta fare delle &quot;ondine&quot;. Cuocere in forno caldo a 180&#176; per 45 minuti. Si serve a quadrotti e si mangia sia tiepida che fredda !. Volendo si pu&#242; servire con qualche pomodorino &quot; schiattaricciato&quot; (vedi ricetta). N.B. Questa &#232; una ricetta tipica, ma in Puglia si fa anche con la mozzarella ed il tonno sbriciolato al posto del sugo. Si accompagna benissimo ad un ros&#233; di Negroamaro o Primitivo, servito ben freddo.","14/10/2009"
"5294","contorni","Pomodorini &quot;schiattaricciati&quot; pugliesi","pomodorini ciliegia-olio-sale-peperoncino","Bucherellare con uno stecco i pomodorini, mettere in un tegame con un filo di olio, aggiungere un peperoncino e  salare. Cuocere, coperti, sino a che si ammorbidiscono solo un poco e si bruciacchia la pelle. Si servono come contorno a carni o pesci. N.B. Una alternativa (innovativa) al peperoncino &#232; l'aggiunta alla fine della cottura, di 1 c. di zucchero ed un goccio di aceto balsamico.","15/10/2009"
"5295","desserts","Biscotto &quot;base&quot;  4/4  Satin","180 farina-180 burro-180 zucchero-180 uova (3 o 4)","In un planetaria montare le uova con lo zucchero quando sono belle spumose unire con una spatola, la farina, setacciata e poco per volta, per ultimo unire anche il burro (sciolto a parte), piano piano. Amalgamare bene e versare in uno stampo da plum cake o una teglia in uno strato pi&#249; sottile. Cuocere in forno a 180&#176; per ca. 50 minuti e 25' se lo strato &#232; pi&#249; sottile. Serve per ritagliare basi per dolci. N.B. Si si vuole farlo al cioccolato basta usare 140 g. di farina e 40 gr. di cacao.","14/10/2009"
"5296","pasta","Fusilli ai 4 pomodori","fusilli-1) pomodori san Marzano confit-2) pomodori secchi disidratati-3) pomodori pizzutelli-trito:pan pesto-grana-sale-aglio-origano-prezzemolo-4) pomodorini ciliegia-basilico","1) Fare i pomodori confit: tagliare a met&#224; i san Marzano su una teglia condire con olio, timo, zucchero, aglio, peperoncino, e cuocere al forno per 40 minuti a 160&#176;. 2) Ammollare i pomodori secchi, poi tagliare a filetti. 3) Tagliare a met&#224; i pomodori pizzutteli disporre su una teglia e ricoprire con un trito (preparato nel mixer) di: prezzemolo, origano, parmigiano, pan pesto, aglio, timo e sale; cuocere in forno a 180&#176; per 15 minuti. 4) In una grande padella, rosolare con l'olio i pomodorini ciliegia tagliati a met&#224; salare, quando sono un po' appassiti unire tutti gli altri pomodori. Cuocere i fusilli al dente, scolare e ripassare nella padella dei pomodori unendo del basilico fresco.","15/5/2013"
"5297","secondi di pesce","Sandwich di alici","alici-pane casereccio-olio-capperi-prezzemolo-scorza di limone","Pulire, spinare ed aprire a libro le alici. Tagliare il pane a dadini, e rosolare in padella con l' olio, poi scolare e in un mixer tritare con i capperi, il prezzemolo, la scorza di limone ed uno spicchio di aglio. Spalmare questo impasto sopra l'alice e ricoprire con l'altra formando un sandwich. In una padella con un filo di olio, cuocere per pochi minuti prima da una parte poi dall'altra, ma se ci sono difficolt&#224; a rigirarle basta passarle in forno per pochi minuti ed anche la parte superiore cuocer&#224;. Servire con una insaltina verde o dei pomodori.","3/11/2009"
"5298","pasta","Ditalini con patate e provolone del monaco","250 pasta ditalini di Gragnano-250 patate di montagna-2 cipolle rosse di Tropea-provolone del monaco-sale-pepe-olio","Tagliare le patate a dadini della grandezza dei ditalini. In abbondante acqua salata cuocere la pasta con le patate (magari buttare le patate qualche minuto prima). Intanto in una padella, con un goccio di olio stufare le cipolle, affettate sottilmente, se occorre aggiungere anche un goccio di acqua di cottura, salare e pepare. Scolare la pasta con le patate e passare in padella con il sugo di cipolle, lasciare insaporire poi mantecare con abbondante provolone grattato (il sugo deve diventare cremoso). Servire ben caldo con scaglie di provolone e attorno decorare con pomodorini ciliegia tagliati a met&#224;.","5/11/2009"
"5299","secondi di pesce","Filetti di baccal&#224; fritto","pastella (250 farina-300 acqua-2 gr. lievito di birra)-500 filetti di baccal&#224;-x friggere:olio di arachidi","Preparare la pastella, la sera prima (in una terrina sciogliere il lievito con un goccio di acqua poi unire la farina e lavorando con le fruste unire gradatamente l'acqua, sino ad avere una consistenza liscia) e tenere in frigorifero. Ritagliare dal filetto centrale del baccal&#224;, gi&#224; ammollato e dissalato, dei tocchetti; togliere le eventuali spine e la pelle. Passare i pezzi di baccal&#224; prima nella farina poi nella pastella, con l'aiuto di uno stecco, quindi friggere, pochi alla volta, in olio caldo e profondo.","6/11/2009"
"5300","desserts","Crostata al cioccolato e spuma di mandorle      Santin","x pasta frolla: 200 farina-100 burro-80 zucchero-10 lievito-2 tuorli-10 cacao-sale Maldon-x spuma: 130 pasta di mandorle-300 latte-10 gr. colla di pesce-250 panna-x farcire: marmellata di lamponi-x decorare: lamponi freschi-zucchero a velo","In un mixer lavorare met&#224; della farina con lo zucchero, il levito, il cacao ed il burro a pezzetti, poi unire anche l'altra farina. Finire di impastare a mano, fare una palla, avvolgere nella pellicola e tenere in frigorifero una notte. Poi stendere e foderare una tortiera, cuocere in forno, coperta con una stagnola, a 180&#176; per ca. 30 minuti. Intanto fare la spuma di mandorle: sbriciolare la pasta di mandorle, versare sopra il latte e con un minipimer frullare il tutto. Sciogliere la colla di pesce con un goccio di latte caldo, unire alle mandorle e frullare ancora; poi lasciare raffreddare. Montare la panna ed unire al frullato di latte e mandorle, poi tenere in frigorifero. Non molto tempo prima di servire, sformare la frolla di cioccolato fredda, fare un leggero strato di marmellata di lamponi (ma pu&#242; essere anche di albicocche, fichi, pesche...) poi ricoprire con abbondante spuma di mandorle. Decorare con lamponi freschi ed una spolverata di zucchero a velo.","9/11/2009"
"5302","antipasti stuzzichini","Terrina di cinghiale al ginepro","750 polpa di cinghiale-1 cipolla-100 lardo-bacche di ginepro-1 b. Gin-50 pan carr&#233;-2 uova-sale-pepe-1 fetta di fegato di maiale-x rivestire: 100 lardo a fettine-1 arancia-foglie di alloro","Tagliare la polpa a dadini e marinare per almeno h. 2 con il Gin, qualche grano di ginepro e l'alloro. Poi in un mixer tritare la carne, scolata dalla marinata, con la cipolla, il lardo, il pane sbriciolato, il ginepro e le uova; aggiustare di sale e pepe. Foderare una terrina di ceramica con le fettine di lardo, versare met&#224; del composto, schiacciare un po' poi fare 2 strisce di fegato di maiale (se fosse di cinghiale anche meglio), quindi ricoprire con l'altra met&#224; di impasto, compattare bene, richiudere con il lardo e sopra mettere le fettine di arancia e l'alloro. Chiudere bene con il coperchio della terrina e cuocere in forno a 180&#176; per 90 minuti poi abbassare a 160&#176; per altri 90 minuti. Lasciare raffreddare e riposare per almeno una notte prima di servire, avendo cura di sostituire le fette di arancia e le foglie di alloro cotte con quelle fresche.","4/12/2012"
"5303","antipasti stuzzichini","Bastoncini di pasta sfoglia","pasta sfoglia-tuorlo-semi di sesamo","Stendere la pasta sfoglia, poi spennellare con il tuorlo d'uovo, leggermente sbattuto con un filo di acqua. Cospargere di semi di sesamo (o di papavero o paprika o cumino). Ritagliare dei bastoncini lunghi cm. 10 o 12, posare su una teglia e cuocere in forno caldo a 200&#176; per pochi minuti.","19/3/2013"
"5304","desserts","Tartufi al cioccolato bianco","300 cioccolato bianco-100 panna-30 burro-farina di cocco-nocciole","Tostare le nocciole e lasciare raffreddare. Sciogliere a b.m. il cioccolato bianco a pezzi ed il burro, unire la panna, scaldata a parte; amalgamare bene il tutto. Tenere in frigorifero ad indurire. Poi fare delle palline, con le mani ed inserire una nocciola;  passare nella farina di cocco. Mettere in pirottini e conservare in una scatola chiusa, in frigorifero.","9/1/2010"
"5305","minestre zuppe","Crema di patate semplice","1 cipollotto-3 patate-500 acqua calda-sale-pepe-olio","In un tegame rosolare (ma non troppo) con un goccio di olio, il cipollotto tritato, poi unire le patate tagliate a dadi. Poi ricoprire con l'acqua calda, salare e pepare. Lasciare cuocere poi in un frullatore frullare il tutto. Questa crema va bene per fondi di pesce o carne, ed altro.","22/11/2009"
"5306","minestre zuppe","Crema di patate semplice","1 cipollotto-3 patate-500 acqua calda-sale-pepe-olio","In un tegame rosolare (ma non troppo) con un goccio di olio, il cipollotto tritato, poi unire le patate tagliate a dadi. Poi ricoprire con l'acqua calda, salare e pepare. Lasciare cuocere poi versare il tutto in un frullatore e frullare. Questa crema va bene per fondi di pesce o carne, ed altro.","23/11/2009"
"5307","desserts","Nougatine","70 zucchero-65 burro-1 o 2 c. latte-1 c. glucosio-1 c. cacao-70 filetti di mandorle","In un tegame caramellare leggermente il burro con lo zucchero, il glucosio ed il latte; quando comincia a dorare unire il cacao e per ultimo i filetti di mandorle. Versare su una placca e lasciare intiepidire poi stendere in uno strato sottile con il matterello. Cuocere in forno a 190&#176; per pochi minuti. Prima che si raffreddi completamente ritagliare a piacere o sbriciolare.","24/11/2009"
"5309","secondi di carne","Carr&#233; di agnello alla senape","1 carr&#233; agnello intero-pan carr&#233;-aromi (timo, rosmarino, maggiorana)-1 c. parmigiano-senape-olio-noce moscata-pepe","Pulire bene gli ossicini del carr&#233; di agnello poi rosolare a fuoco vivace in padella con un filo di olio; scolare, asciugare e raffreddare. Intanto preparare la panatura: in una terrina sbriciolare finemente il pane, aggiungere il parmigiano, la noce moscata, il pepe e gli aromi freschi tritati. Spalmare di senape il carr&#233; di agnello e poi ricoprire con abbondante panatura. Posare su una teglia con un filo di olio e cuocere in forno a 190&#176; per 15 minuti. Spegnere il forno e lasciare riposare almeno 5 minuti prima di tagliare a fettine il carr&#233; di agnello. Servire con funghi trifolati o un tortino di patate. N.B. Per ogni commensale si servono 3 o 4 fettine di carne.","28/11/2009"
"5310","desserts","Bicchierino alle 2 mousse di cioccolato","x base: 100 cioccolato al latte-30 riso soffiato-x mousse Gianduja:150 crema inglese-150 cioccolato gianduja-100 panna-1 f. colla di pesce-x mousse fondente: 100 cioccolato amaro-200 crema inglese-130 panna","Per preparare la base basta sciogliere a b.m. il cioccolato a pezzi poi unire il riso soffiato, amalgamare e con un cucchiaino fare uno strato sul fondo dei bicchieri; quindi raffreddare in frigorifero. Preparare la crema inglese e lasciare raffreddare. Per la mousse Gianduja: sciogliere a b.m. il cioccolato a pezzi, poi unire la colla di pesce, ammollata a parte in acqua fredda poi unire la crema inglese; lasciare intiepidire ed unire con una spatola la panna semi montata; con questa mousse fare il secondo stato nel bicchiere. Quindi preparare la seconda mousse: sciogliere a b.m. il cioccolato fondente al 65% poi unire la crema inglese e per ultimo la panna semi montata. Con questa mousse fare l'ultimo strato, lisciare la superficie e tenere in frigorifero a raffreddare. Volendo servire con una spolverata di cacao o un ciuffo di panna.","23/3/2010"
"5311","desserts","Crostata con nocciole e visciole    Santin","300 pasta frolla Robuchon-1 vasetto confettura di visciole-250 crema pasticcera-x copertura: 100 burro-30 zucchero-gocce di vaniglia-3 tuorli-100 pane grattato tostato-90 nocciole tritate-4 albumi-70 zucchero","Preparare la crema pasticcera e lasciare raffreddare. Anche la pasta frolla si pu&#242; preparare la sera prima poi si stende e si fodera una tortiera. Montare, in una planetaria, il burro morbido con lo zucchero e le gocce di vaniglia poi abbassare la velocit&#224; ed unire, uno alla volta, i tuorli. A parte montare anche gli albumi con lo zucchero. Unire alla crema di burro la meringa montata e quando &#232; tutto bene amalgamato unire con una spatola, prima il pan grattato poi le nocciole tritate grossolanamente. Riprendere la tortiera con la pasta frolla fredda e ricoprire con uno strato di crema pasticcera, poi mettere a cucchiaiate la confettura di visciole (senza spalmare) e sopra fare uno strato spesso dell'impasto montato. Lisciare la superficie e cuocere in forno a 180&#176; per ca. 25/30 minuti. Servire spolverata di zucchero a velo.","15/3/2010"
"5312","desserts","Torta di semolino dolce    Santin","1 lt. latte-200 semolino-200 zucchero-scorza di limone-2 uova","Portare a bollore il latte, unire lo zucchero ed il semolino a pioggia, lavorando con le fruste. Quando l'impasto &#232; omogeneo, togliere dal fuoco e sempre lavorando con le fruste (va bene anche una planetaria) unire le uova, una alla volta. Versare in una tortiera, lisciare la superficie e cuocere in forno caldo a 180&#176; per ca. 15 o 20 minuti a seconda dello spessore. Servire con una spolverata di zucchero a velo e fettine di frutta. N.B. Volendo nell'impasto si possono aggiungere dei dadini di canditi o uva passa ammollata.","4/12/2009"
"5313","desserts","Torta di semolino dolce    Santin","1 lt. latte-200 semolino-200 zucchero-scorza di limone-2 uova","Portare a bollore il latte, unire lo zucchero ed il semolino a pioggia, lavorando con le fruste. Quando l'impasto &#232; omogeneo, togliere dal fuoco e sempre lavorando meglio con una spatola quando l'impasto &#232; duro (ma va bene anche una planetaria) unire le uova, una alla volta. Versare in una tortiera, lisciare la superficie e cuocere in forno caldo a 170&#176;/180&#176; per ca. 15 max. 20 minuti a seconda dello spessore. Servire con una spolverata di zucchero a velo e fettine di frutta fresca (fragole, lamponi, mirtilli, pesca o mela). N.B. Volendo nell'impasto si possono aggiungere dei dadini di canditi o uva passa ammollata.","23/2/2010"
"5315","desserts","Kugelhopf  Alsaziano     Santin","250 farina-125 burro-70 zucchero-15 lievito-pizzico di sale-2 uova-100 latte-100 Grand Marnier-12 mandorle intere","In una planetaria con la foglia, impastare la farina con il lievito, un pizzico di sale, con il burro morbido a pezzi, poi unire il latte, lo zucchero, le uova (una alla volta) e per ultimo il Grand Marnier. Quando l'impasto &#232; omogeneo, togliere dalla planetaria ed unire l'uvetta (ammollata e strizzata) lavorando con una spatola. Imburrare lo stampo da Kugelhopf (assomiglia a quello del budino) sul fondo disporre le mandorle intere e sopra versare l'impasto. Cuocere in forno caldo a 210&#176; per 7 o 8 minuti poi abbassare a 170* e cuocere per altri 20 o 25 minuti (verificare sempre con uno stecco di legno). Servire freddo con una spolverata di zucchero a velo e volendo anche con una crema inglese aromatizzata al Grand marnier ed una cioccolata viennese, servite in bicchierini.","16/12/2009"
"5316","secondi di carne","Strudel di cotechino o  &quot;Ruota della fortuna&quot;","pasta sfoglia-cotechino-purea di patate-lenticchie-1 uovo-panna","Lessare il cotechino, raffreddare e spellare, poi tagliare a dadini. Cuocere le lenticchie in modo classico e lo stesso per la purea (che si pu&#242; preparare in anticipo). Stendere la pasta sfoglia, poi fare uno strato di purea, uno di dadini di cotechino ed un po' di lenticchie. Arrotolare tipo strudel, sigillare e spennellare con uovo sbattuto. Posare su teglia e cuocere in forno caldo a 200&#176; per una ventina di minuti. Tagliare a rondelle e servire con la purea a specchio, allungata con un po' di panna per renderla pi&#249; una crema, guarnire con qualche lenticchia qua e l&#224;. N.B. Al posto della pasta sfoglia si pu&#242; usare anche la pasta fillo.","25/2/2014"
"5317","pasta","Ziti al rag&#249; napoletano","ziti-x rag&#249;: spuntatura di maiale-girello di manzo-pancetta-cipolla-aglio-sedano-carota-olio-basilico-concentrato di pomodoro-passata-vino rosso-basilico-sale-pepe-ricotta stagionata","In un tegame meglio se di coccio, rosolare con l'olio il trito di cipolla, aglio, carota e sedano, poi unire le costine di maiale, la pancetta (una volta si usava la cotica) ed il pezzo di manzo. Rosolare, salare, pepare poi sfumare con il vino rosso; quando &#232; evaporato unire il concentrato di pomodoro, la passata il basilico ed un  goccio di acqua, in quanto questo rag&#249; deve cuocere per almeno 2 h. a fuoco basso e coperto. Cuocere al dente gli ziti, condire con questo sugo, spolverare con un' abbondante grattata di ricotta ed accompagnare con un pezzo di carne o una costina (in realt&#224; una volta la carne si serviva come secondo) ed una foglia di basilico fresco.","12/3/2013"
"5318","pasta","Lasagne di pesce","lasagne-gamberi-nasello-rana pescatrice-salmone affumicato-emmentaler-burro-vino bianco-Cognac-1 c. concentrato di pomodoro-scalogno-sale-pepe-farina","In un tegame rosolare il burro con lo scalogno tritato, poi unire il Cognac ed il vino bianco ed il concentrato di pomodoro, poi unire i pesci, puliti, diliscati e tagliati a pezzetti (e infarinati), cuocere poco, salare e pepare. Scottare la pasta scolare poi fare a strati in una teglia alternandola con il pesce cotto, il salmone a pezzetti ed il formaggio a dadini; gratinare al forno a 180&#176; per 20 minuti. N.B. I pesci possono essere diversi purch&#233; di polpa bianca e delicata, senza pelle e assolutamente diliscati.","30/12/2009"
"5319","desserts","Nougatine alle mandorle Santin","70 zucchero-45 burro-1 c. latte-1 c. glucosio-1 c. cacao-70 filetti di mandorle","In un tegamino caramellare leggermente il burro con lo zucchero unendo il glucosio, ed il latte, poi unire il cacao, amalgamare e per ultimo unire i filetti di mandorle, mescolare bene poi versare su carta forno, appiattire un po' anche con il matterello e passare in forno a 180&#176; per 7 o 8 minuti. Se non si usa sbriciolato , va tagliato ancora caldo.","4/2/2010"
"5320","desserts","Spuma di mascarpone e tegoline alle mandorle","x spuma:250 mascarpone-250 panna montata-100 zucchero-x tegoline: 200 zucchero-200 mandorle a filetti-50 farina-100 burro-100 succo di arancia-50 Grand Marnier","Per fare le tegoline (l'impasto si pu&#242; preparare anche giorni prima e tenere in frigorifero sino all'occorrenza) basta lavorare con una spatola lo zucchero, la farina, le mandorle, leggermente tritate, il succo di arancia, il liquore e quando &#232; tutto amalgamato unire il burro sciolto a parte, sempre lavorando con una spatola. Tenere in frigorifero ad indurire prima di spalmare dei dischetti su un foglio di silpat o basta fare dei mucchietti ben distanziati; cuocere in forno a 220&#176; sino a colorazione. Per fare la spuma lavorare con un batteur il mascarpone con lo zucchero poi unire, con una spatola, la panna, montata a parte (tenere in frigorifero). Il dolce si compone al momento di servire: mettere la spuma in un sac &#224; poche poi fare strati con tegoline e spuma alternandoli, spolverare con cacao e servire subito, volendo si possono intercalare anche con piccoli frutti come more, fragole o lamponi.","2/1/2010"
"5321","desserts","Tegoline ai semi di sesamo    Santin","130 burro pomata-200 zucchero di canna-90 albume-40 farina-20 semi di sesamo (o papavero)","In una terrina stemperare il burro pomata poi unire lo zucchero di canna e lavorando con le fruste unire gli albumi quindi la farina setacciata e per ultimo i semi di sesamo. Quando l'impasto &#232; ben amalgamato stendere a striscioline o dischetti (anche usando le dita) sul silpat. Cuocere in forno caldo a 180&#176; a vista, ovvero sino a colorazione.","5/1/2010"
"5322","pasta","Tubetti alla Tarantina","tubetti (ditalini)-cozze-aglio-prezzemolo-olio-scatola di pelati-1 c. concentrato di pomodoro","Aprire le cozze a crudo conservando la loro acqua, in una terrina. Fare il sugo con il soffritto di olio, aglio , unire i pelati ed il concentrato. Quando il sugo &#232; pronto unire le cozze sgusciate e volendo un po' della loro acqua. Intanto cuocere al dente la pasta, scolare e versare nel sugo, spolverare con il prezzemolo tritato e servire.","2/4/2014"
